"","players","id","slug","url","DOB","year_pro","weight","height","place_OB","residence","plays","coach"
"689","Johan Nikles","n830","johan-nikles","https://www.atptour.com/en/players/johan-nikles/n830/overview","23(1997.03.23)","","151lbs(68kg)","5'7""(170cm)","Geneva","Geneva","Right-Handed,Two-HandedBackhand","JoséFerrolGarcia"
"690","Antoine Bellier","bp41","antoine-bellier","https://www.atptour.com/en/players/antoine-bellier/bp41/overview","23(1996.10.18)","","176lbs(80kg)","6'5""(196cm)","Geneva","Geneva","Left-Handed,One-HandedBackhand","GianlucaMarchiori"
"691","Isak Arvidsson","ab12","isak-arvidsson","https://www.atptour.com/en/players/isak-arvidsson/ab12/overview","(1992.08.06)","","174lbs(79kg)","6'2""(188cm)","Hjo","Båstad,Sweden","Right-Handed,Two-HandedBackhand",""
"692","Fred Simonsson","sp25","fred-simonsson","https://www.atptour.com/en/players/fred-simonsson/sp25/overview","(1994.11.27)","","165lbs(75kg)","6'2""(188cm)","Stockholm,Sweden","Stockholm,Sweden","Right-Handed,Two-HandedBackhand","ClaudioPistolesi"
"693","Jan Choinski","ch12","jan-choinski","https://www.atptour.com/en/players/jan-choinski/ch12/overview","24(1996.06.10)","","176lbs(80kg)","6'5""(196cm)","Koblenz,Germany","Germany","Right-Handed,Two-HandedBackhand","AndrzejChoinski,PawelStrauss"
"694","Roberto Ortega-Olmedo","o340","roberto-ortega-olmedo","https://www.atptour.com/en/players/roberto-ortega-olmedo/o340/overview","29(1991.04.30)","","154lbs(70kg)","5'6""(168cm)","Madrid","Getafe,Madrid","Right-Handed,One-HandedBackhand","RubenRamirez"
"695","Oliver Anderson","ad23","oliver-anderson","https://www.atptour.com/en/players/oliver-anderson/ad23/overview","(1998.04.30)","","161lbs(73kg)","5'9""(175cm)","Brisbane,Australia","Brisbane,Australia","Right-Handed,Two-HandedBackhand","WayneArthurs"
"696","Marvin Moeller","m0bn","marvin-moeller","https://www.atptour.com/en/players/marvin-moeller/m0bn/overview","21(1999.01.18)","","152lbs(69kg)","5'10""(178cm)","Hamburg,Germany","Hamburg,Germany","Right-Handed,Two-HandedBackhand",""
"697","Michael Linzer","l941","michael-linzer","https://www.atptour.com/en/players/michael-linzer/l941/overview","(1989.11.02)","","170lbs(77kg)","5'11""(180cm)","Oberpullendorf,Austria","BadErlach,Austria","Right-Handed,Two-HandedBackhand","MarcoMirnegg"
"698","Enrique Lopez Perez","la93","enrique-lopez-perez","https://www.atptour.com/en/players/enrique-lopez-perez/la93/overview","29(1991.06.03)","2009","168lbs(76kg)","5'11""(180cm)","Madrid,Spain","Madrid,Spain","Right-Handed,Two-HandedBackhand","VictorRecioGarcia"
"699","Mubarak Shannan Zayid","ac39","mubarak-shannan-zayid","https://www.atptour.com/en/players/mubarak-shannan-zayid/ac39/overview","25(1995.04.14)","","","","","","Right-Handed,Two-HandedBackhand",""
"700","Jordi Samper-Montana","sh91","jordi-samper-montana","https://www.atptour.com/en/players/jordi-samper-montana/sh91/overview","30(1990.04.05)","","","","","","Right-Handed,UnknownBackhand",""
"701","Saketh Myneni","me64","saketh-myneni","https://www.atptour.com/en/players/saketh-myneni/me64/overview","32(1987.10.19)","2012","187lbs(85kg)","6'4""(193cm)","Vuyyuru,India","Visakhapatnam,India","Right-Handed,Two-HandedBackhand",""
"702","Austin Smith","sm74","austin-smith","https://www.atptour.com/en/players/austin-smith/sm74/overview","(1993.11.25)","","","","","","",""
"703","Tim Van Rijthoven","v942","tim-van-rijthoven","https://www.atptour.com/en/players/tim-van-rijthoven/v942/overview","23(1997.04.24)","2015","196lbs(89kg)","6'2""(188cm)","Roosendaal,TheNetherlands","Amstelveen,TheNetherlands","Right-Handed,One-HandedBackhand","RichardKraijcek"
"704","Dimitar Kuzmanov","kc33","dimitar-kuzmanov","https://www.atptour.com/en/players/dimitar-kuzmanov/kc33/overview","26(1993.07.28)","2009","170lbs(77kg)","6'0""(183cm)","Plovdiv,Bulgaria","Sofia,Bulgaria","Right-Handed,Two-HandedBackhand","StefanRangelov"
"705","Alexandar Lazov","l950","alexandar-lazov","https://www.atptour.com/en/players/alexandar-lazov/l950/overview","30(1990.07.09)","","152lbs(69kg)","6'0""(183cm)","Sofia,Bulgaria","Bulgaria","Left-Handed,Two-HandedBackhand",""
"706","Lucas Gomez","gc87","lucas-gomez","https://www.atptour.com/en/players/lucas-gomez/gc87/overview","24(1995.08.11)","","159lbs(72kg)","5'10""(178cm)","Tijuana,Mexico","Tijuana,Mexico","Left-Handed,Two-HandedBackhand","MarcGorriz"
"707","Joris De Loore","da86","joris-de-loore","https://www.atptour.com/en/players/joris-de-loore/da86/overview","(1993.04.21)","2011","190lbs(86kg)","6'3""(191cm)","Bruges,Belgium","","Right-Handed,Two-HandedBackhand","EricLambert"
"708","Luis Patiño","pe42","luis-patiño","https://www.atptour.com/en/players/luis-patiño/pe42/overview","26(1993.10.06)","","171lbs(78kg)","6'0""(183cm)","Mazatlan,Mexico","Mazatlan,Mexico","Right-Handed,Two-HandedBackhand","LeonardoOlguin"
"709","Thai-Son Kwiatkowski","kd35","thai-son-kwiatkowski","https://www.atptour.com/en/players/thai-son-kwiatkowski/kd35/overview","25(1995.02.13)","2017","180lbs(82kg)","6'2""(188cm)","Charlotte,NC,USA","Charlottesville,VA,USA","Right-Handed,Two-HandedBackhand","CarlosBenatzky"
"710","Roberto Marcora","mj01","roberto-marcora","https://www.atptour.com/en/players/roberto-marcora/mj01/overview","30(1989.08.30)","2009","187lbs(85kg)","6'4""(193cm)","BustoArsizio,Italy","BustoArsizio,Italy","Right-Handed,One-HandedBackhand","FrancescoAldi"
"711","Yusuke Takahashi","tf58","yusuke-takahashi","https://www.atptour.com/en/players/yusuke-takahashi/tf58/overview","22(1997.10.17)","2016","150lbs(68kg)","5'7""(170cm)","Kanagawa,Japan","Kanagawa,Japan","Right-Handed,Two-HandedBackhand","YumaTsuji"
"712","Christopher O'Connell","o483","christopher-o'connell","https://www.atptour.com/en/players/christopher-o'connell/o483/overview","26(1994.06.03)","","172lbs(78kg)","6'0""(183cm)","Sydney,Australia","Sydney,Australia","Right-Handed,One-HandedBackhand","FernandoIbarrola"
"713","Jose Hernandez-Fernandez","h896","jose-hernandez-fernandez","https://www.atptour.com/en/players/jose-hernandez-fernandez/h896/overview","30(1990.03.13)","","170lbs(77kg)","6'0""(183cm)","SantoDomingo","SantoDomingo","Right-Handed,Two-HandedBackhand","LeonardoOlguin"
"714","Alessandro Bega","bf98","alessandro-bega","https://www.atptour.com/en/players/alessandro-bega/bf98/overview","29(1991.01.11)","","149lbs(68kg)","5'7""(170cm)","CernuscosulNaviglio,Italy","Milano,Italy","Right-Handed,Two-HandedBackhand","LauraGolarsa"
"715","Edan Leshem","ld26","edan-leshem","https://www.atptour.com/en/players/edan-leshem/ld26/overview","23(1997.03.19)","","154lbs(70kg)","6'0""(183cm)","NewYork,NY,USA","Israeli","Right-Handed,Two-HandedBackhand","AmosMansdrof"
"716","Sekou Bangoura","bh02","sekou-bangoura","https://www.atptour.com/en/players/sekou-bangoura/bh02/overview","28(1991.11.18)","2011","170lbs(77kg)","6'0""(183cm)","Bradenton,FL,USA","Bradenton,FL,USA","Right-Handed,Two-HandedBackhand","SekouBangouraSr."
"717","Alexios Halebian","ha47","alexios-halebian","https://www.atptour.com/en/players/alexios-halebian/ha47/overview","26(1994.06.08)","","","","","","Left-Handed,Two-HandedBackhand",""
"718","Roman Safiullin","sx50","roman-safiullin","https://www.atptour.com/en/players/roman-safiullin/sx50/overview","22(1997.08.07)","2015","165lbs(75kg)","6'1""(185cm)","Podolsk,Russia","Moscow,Russia","Right-Handed,Two-HandedBackhand","MikhailBril"
"719","Anil Yuksel","y152","anil-yuksel","https://www.atptour.com/en/players/anil-yuksel/y152/overview","(1990.05.19)","","172lbs(78kg)","","Venlo,Netherlands","Istanbul,Turkey","Left-Handed,Two-HandedBackhand",""
"720","Alexandre Muller","mp20","alexandre-muller","https://www.atptour.com/en/players/alexandre-muller/mp20/overview","23(1997.02.01)","2014","165lbs(75kg)","6'0""(183cm)","Poissy,France","Aix-en-Provence,France","Right-Handed,Two-HandedBackhand","OlivierMalcor"
"721","Orlando Luz","lf26","orlando-luz","https://www.atptour.com/en/players/orlando-luz/lf26/overview","22(1998.02.08)","","172lbs(78kg)","5'11""(180cm)","Carazinho,Brazil","Barcelona,Spain","Right-Handed,Two-HandedBackhand","JoseLuisLopez"
"722","Geoffrey Blancaneaux","bu54","geoffrey-blancaneaux","https://www.atptour.com/en/players/geoffrey-blancaneaux/bu54/overview","21(1998.08.08)","2016","165lbs(75kg)","5'11""(180cm)","Paris,France","Paris,France","Right-Handed,Two-HandedBackhand","YoannLeMee,SalameBakfalouni"
"723","Vaclav Safranek","sn77","vaclav-safranek","https://www.atptour.com/en/players/vaclav-safranek/sn77/overview","26(1994.05.20)","2012","176lbs(80kg)","6'1""(185cm)","Brno,CzechRepublic","Brno,CzechRepublic","Right-Handed,Two-HandedBackhand","PetrFrelich"
"724","Patrick Kypson","k0a3","patrick-kypson","https://www.atptour.com/en/players/patrick-kypson/k0a3/overview","20(1999.10.28)","","175lbs(79kg)","6'2""(188cm)","Durham,NC,USA","Raleigh,NC,USA","Right-Handed,Two-HandedBackhand","JakeLester,DeanGoldfine"
"725","JC Aragone","ab71","jc-aragone","https://www.atptour.com/en/players/jc-aragone/ab71/overview","25(1995.06.28)","2017","175lbs(79kg)","5'10""(178cm)","BuenosAires,Argentina","YorbaLinda,CA,USA","Right-Handed,Two-HandedBackhand","FrancoDavin"
"726","Evgenii Tiurnev","td47","evgenii-tiurnev","https://www.atptour.com/en/players/evgenii-tiurnev/td47/overview","23(1997.04.08)","","","","","","Right-Handed,Two-HandedBackhand","MikhailTsybin"
"727","Blake Mott","mm79","blake-mott","https://www.atptour.com/en/players/blake-mott/mm79/overview","24(1996.04.21)","","170lbs(77kg)","5'11""(180cm)","Caringbah,Australia","Melbourne,Australia","Right-Handed,Two-HandedBackhand","PeterLuczak"
"728","Petros Chrysochos","ch73","petros-chrysochos","https://www.atptour.com/en/players/petros-chrysochos/ch73/overview","24(1996.04.08)","2019","185lbs(84kg)","6'1""(185cm)","Larnaca,Cyrprus","Larnaca,Cyrprus","Right-Handed,Two-HandedBackhand","DemetrisHerodotou"
"729","Jonathan Eysseric","e678","jonathan-eysseric","https://www.atptour.com/en/players/jonathan-eysseric/e678/overview","30(1990.05.27)","2008","176lbs(80kg)","5'11""(180cm)","Saint-Germain-En-Laye,France","Grasse,France","Left-Handed,Two-HandedBackhand","PierreBouteyre"
"730","Riccardo Bellotti","bh76","riccardo-bellotti","https://www.atptour.com/en/players/riccardo-bellotti/bh76/overview","28(1991.08.05)","","","","Vienna,Austria","","Right-Handed,Two-HandedBackhand",""
"731","Marko Tepavac","tc11","marko-tepavac","https://www.atptour.com/en/players/marko-tepavac/tc11/overview","26(1994.04.05)","","198lbs(90kg)","6'4""(193cm)","Belgrade,Serbia","Belgrade,Serbia","Right-Handed,Two-HandedBackhand","NikolaCIRIC"
"732","Alexandar Lazarov","li39","alexandar-lazarov","https://www.atptour.com/en/players/alexandar-lazarov/li39/overview","22(1997.11.06)","2016","185lbs(84kg)","6'3""(191cm)","Miami,FL,USA","Sofia,Bulgaria","Right-Handed,One-HandedBackhand","KrassimirLazarov"
"733","Liam Caruana","co06","liam-caruana","https://www.atptour.com/en/players/liam-caruana/co06/overview","22(1998.01.22)","","165lbs(75kg)","5'10""(178cm)","Rome,Italy","USA","Right-Handed,Two-HandedBackhand","MarianoMonachesi"
"734","Zdenek Kolar","kh56","zdenek-kolar","https://www.atptour.com/en/players/zdenek-kolar/kh56/overview","23(1996.10.09)","2014","168lbs(76kg)","6'1""(185cm)","BystricenadPernstejnem,CZE","BystricenadPernstejnem,CZE","Right-Handed,Two-HandedBackhand","ZdenekKolarSr."
"735","Jurij Rodionov","r09x","jurij-rodionov","https://www.atptour.com/en/players/jurij-rodionov/r09x/overview","21(1999.05.16)","2017","190lbs(86kg)","6'3""(191cm)","Nuremberg,Germany","Matzen,Austria","Left-Handed,Two-HandedBackhand","WolfgangThiem,RiccardoBelotti,JavierFrana"
"736","Aleksandar Vukic","v832","aleksandar-vukic","https://www.atptour.com/en/players/aleksandar-vukic/v832/overview","24(1996.04.06)","2018","187lbs(85kg)","6'2""(188cm)","Sydney,Australia","Sydney,Australia","Right-Handed,Two-HandedBackhand",""
"737","Pedro Martinez","mo44","pedro-martinez","https://www.atptour.com/en/players/pedro-martinez/mo44/overview","23(1997.04.26)","2016","168lbs(76kg)","6'1""(185cm)","Alzira,Spain","Valencia,Spain","Right-Handed,Two-HandedBackhand","DanielGimeno-Traver,SergioGallego"
"738","Lucas Catarina","cn78","lucas-catarina","https://www.atptour.com/en/players/lucas-catarina/cn78/overview","23(1996.08.26)","","176lbs(80kg)","6'1""(185cm)","Monaco","Monaco","Right-Handed,Two-HandedBackhand",""
"739","Filippo Baldi","bm03","filippo-baldi","https://www.atptour.com/en/players/filippo-baldi/bm03/overview","24(1996.01.10)","2012","176lbs(80kg)","6'0""(183cm)","Milan,Italy","Vigevano,Italy","Right-Handed,Two-HandedBackhand","FrancescoCina"
"740","Sebastian Korda","k0ah","sebastian-korda","https://www.atptour.com/en/players/sebastian-korda/k0ah/overview","20(2000.07.05)","","165lbs(75kg)","6'4""(193cm)","Bradenton,FL,USA","Bradenton,FL,USA","Right-Handed,Two-HandedBackhand","PetrKorda"
"741","Evgeny Karlovskiy","kd87","evgeny-karlovskiy","https://www.atptour.com/en/players/evgeny-karlovskiy/kd87/overview","25(1994.08.07)","","187lbs(85kg)","6'3""(191cm)","Moscow,Russia","Moscow,Russia","Right-Handed,Two-HandedBackhand",""
"742","Max Purcell","ph71","max-purcell","https://www.atptour.com/en/players/max-purcell/ph71/overview","22(1998.04.03)","","165lbs(75kg)","6'1""(185cm)","Sydney,Australia","Sydney,Australia","Right-Handed,Two-HandedBackhand","NathanHealey"
"743","Hugo Gaston","g09o","hugo-gaston","https://www.atptour.com/en/players/hugo-gaston/g09o/overview","19(2000.09.26)","","149lbs(68kg)","5'8""(173cm)","Toulouse","Fonsorbes","Left-Handed,Two-HandedBackhand","MarcBarbier"
"744","Maxime Janvier","j620","maxime-janvier","https://www.atptour.com/en/players/maxime-janvier/j620/overview","23(1996.10.18)","2014","187lbs(85kg)","6'5""(196cm)","Creil,France","Gouvieux,France","Right-Handed,Two-HandedBackhand","OlivierBardeau"
"745","Emil Reinberg","rh79","emil-reinberg","https://www.atptour.com/en/players/emil-reinberg/rh79/overview","23(1997.04.20)","","190lbs(86kg)","6'2""(188cm)","Atlanta,Georgia,USA","Atlanta,GA","Right-Handed,Two-HandedBackhand",""
"746","Borna Gojo","gh92","borna-gojo","https://www.atptour.com/en/players/borna-gojo/gh92/overview","22(1998.02.27)","","198lbs(90kg)","6'5""(196cm)","split","Split","Right-Handed,Two-HandedBackhand",""
"747","Alexander Donski","dh46","alexander-donski","https://www.atptour.com/en/players/alexander-donski/dh46/overview","21(1998.08.01)","2017","176lbs(80kg)","6'2""(188cm)","Philadelphia,PA,USA","Sofia,Bulgaria","Right-Handed,Two-HandedBackhand","PartickSebastiani"
"748","Adrian Andreev","a0ab","adrian-andreev","https://www.atptour.com/en/players/adrian-andreev/a0ab/overview","19(2001.05.12)","2016","145lbs(66kg)","5'11""(180cm)","Sofia,Bulgaria","Sofia,Bulgaria","Right-Handed,Two-HandedBackhand",""
"749","Marcelo Arevalo","a853","marcelo-arevalo","https://www.atptour.com/en/players/marcelo-arevalo/a853/overview","29(1990.10.17)","2012","190lbs(86kg)","6'3""(191cm)","Sonsonate,ElSalvador","Sonsonate,ElSalvador","Right-Handed,Two-HandedBackhand","YariBernardo&RafaelArevalo"
"750","Takanyi Garanganga","ga48","takanyi-garanganga","https://www.atptour.com/en/players/takanyi-garanganga/ga48/overview","29(1990.09.06)","2009","176lbs(80kg)","6'1""(185cm)","Harare,Zimbabwe","Atlanta,GA","Right-Handed,Two-HandedBackhand","TakuraHappy"
"751","Chun-hsin Tseng","t0ap","chun-hsin-tseng","https://www.atptour.com/en/players/chun-hsin-tseng/t0ap/overview","18(2001.08.08)","2019","143lbs(65kg)","5'9""(175cm)","Taipei,ChineseTaipei","Taipei,ChineseTaipei","Right-Handed,Two-HandedBackhand",""
"752","Zsombor Piros","p09o","zsombor-piros","https://www.atptour.com/en/players/zsombor-piros/p09o/overview","20(1999.10.13)","2016","150lbs(68kg)","5'11""(180cm)","Budapest,Hungary","Budapest,Hungary","Right-Handed,Two-HandedBackhand","AttilaPiros"
"753","Arjun Kadhe","kd43","arjun-kadhe","https://www.atptour.com/en/players/arjun-kadhe/kd43/overview","26(1994.01.07)","","182lbs(83kg)","6'1""(185cm)","Pune,India","Pune,MaharashtraState,India","Right-Handed,Two-HandedBackhand",""
"754","Sumit Nagal","n897","sumit-nagal","https://www.atptour.com/en/players/sumit-nagal/n897/overview","22(1997.08.16)","2015","152lbs(69kg)","5'10""(178cm)","Jhajjar,India","NewDelhi,India","Right-Handed,Two-HandedBackhand","SaschaNensel"
"755","Alastair Gray","g0ao","alastair-gray","https://www.atptour.com/en/players/alastair-gray/g0ao/overview","22(1998.06.22)","","160lbs(73kg)","6'2""(188cm)","Twickenham,England","England","Right-Handed,One-HandedBackhand","DevinBowenandDavidRoditi"
"756","Julian Lenz","lb51","julian-lenz","https://www.atptour.com/en/players/julian-lenz/lb51/overview","27(1993.02.17)","","180lbs(82kg)","6'2""(188cm)","Giessen,Germany","Gruenberg,Germany","Right-Handed,Two-HandedBackhand","KlausLangenbach"
"757","Rayane Roumane","rh54","rayane-roumane","https://www.atptour.com/en/players/rayane-roumane/rh54/overview","19(2000.09.11)","2014","176lbs(80kg)","6'4""(193cm)","Montreuil,France","Drancy,France","Right-Handed,Two-HandedBackhand","NorsalamGhedjemis"
"758","Andrea Basso","bh80","andrea-basso","https://www.atptour.com/en/players/andrea-basso/bh80/overview","26(1993.10.08)","","158lbs(72kg)","6'1""(185cm)","Genoa,Italy","Genoa,Italy","Left-Handed,Two-HandedBackhand",""
"759","Mikael Torpegaard","tc12","mikael-torpegaard","https://www.atptour.com/en/players/mikael-torpegaard/tc12/overview","26(1994.05.08)","2018","185lbs(84kg)","6'4""(193cm)","Gentofte,Denmark","Columbus,OH,USA","Right-Handed,Two-HandedBackhand","DavidKass,BalazsNovak"
"760","Jack Mingjie Lin","li16","jack-mingjie-lin","https://www.atptour.com/en/players/jack-mingjie-lin/li16/overview","21(1999.04.15)","","","","","","",""
"761","Alibek Kachmazov","k0e6","alibek-kachmazov","https://www.atptour.com/en/players/alibek-kachmazov/k0e6/overview","17(2002.08.17)","","","","","","Right-Handed,UnknownBackhand",""
"762","Artem Dubrivnyy","dg97","artem-dubrivnyy","https://www.atptour.com/en/players/artem-dubrivnyy/dg97/overview","21(1999.01.31)","","165lbs(75kg)","6'0""(183cm)","Taganrog","Russian","Right-Handed,Two-HandedBackhand",""
"763","Mats Moraing","mj71","mats-moraing","https://www.atptour.com/en/players/mats-moraing/mj71/overview","28(1992.06.20)","2013","185lbs(84kg)","6'6""(198cm)","MulheimanderRuhr,Germany","MulheimanderRuhr,Germany","Left-Handed,Two-HandedBackhand","PeterMoraing"
"764","Francisco Cerundolo","c0au","francisco-cerundolo","https://www.atptour.com/en/players/francisco-cerundolo/c0au/overview","21(1998.08.13)","2016","173lbs(78kg)","6'1""(185cm)","BuenosAires,Argentina","BuenosAires,Argentina","Right-Handed,Two-HandedBackhand","WalterGrinovero"
